TITLE,CATEGORY
Should you ease into unmasking?,m
Will the COVID-19 vaccine will become an annual shot?,m
Is it safe to dine indoors these days?,m
Should we worry about our pets contracting COVID-19?,m
"How to help Colorado Springs mass shooting victims, families",m
Have cloth masks been proven ineffective in protecting from COVID-19?,m
Is there a risk from eating salmon every day?,m
Kate Cox to leave Texas to get abortion after state supreme court ruling,m
Mental health impact of George Floyd’s death,m
Health expert responds to latest coronavirus warning,m
Health care coverage in the coronavirus pandemic,m
Does your zip code impact your health?,m
"‘I already received my COVID booster, how else can I protect myself?’",m
Which bariatric surgery is safest and most effective?,m
Sheryl Underwood stands up for wellness,m
Health Warnings About Flesh-Eating Bacteria in Florida,m
Robin Roberts Graces People Magazine Cover,m
Obama 'Will Not Tolerate' Veterans Affairs Misconduct,m
School nurses share back-to-school health tips,m
How to manage your health in New Year,m
"Suspect dead in Perry High School shooting, police say",m
COVID-19 and RSV cases on the rise,m
Should I be concerned if the site of my vaccine injection becomes red and inflamed?,m
President Biden signs PACT Act into law,m
Mystery Stomach Bug Alert in Eight States,m
Health Concerns Raised for People Headed to Lakes This Summer,m
Obama Announces Big Change to 'Fumbled' Health Care Plan,m
"After Fire, Amanda Bynes on Mental Health Hold",m
Health care workers across the country receive COVID-19 vaccine,m
Dr. Ashton talks COVID-19 and your 2021 health,m
Health experts warn of COVID consequences from holiday weekend,m
'The View' has a candid conversation about mental health,m
What dogs can do for your mental health,m
Social media use harmful to teen girls’ mental health: Study,m
Wrinkle Rehab: The Ultimate Natural Facelift,m
'Jeopardy!' host Alex Trebek shares new health update,m
Breaking down the GOP's latest health care push,m
Officials warn fast-food restaurant customers of possible health risk,m
Stars give advice to younger selves for mental health campaign,m
Naomi Osaka saga puts spotlight on athletes’ mental health,m
Simone Biles' exit shines light on mental health,m
Health and safety experts warn of risks of pandemic pods,m
Health agencies push for Americans to get flu shots,m
What COVID-19 antibodies mean for your health,m
Sen. Rand Paul speaks out on health care bill defeat,m
How smartphone apps can be used to track your health,m
The health toll on 9/11 first responders,m
Minnesota Gov. Mark Dayton Reveals Serious Health Issue,m
Officials Issue New Guidelines About Statins and Your Health,m
Secretary of Health and Human Services details approach for coronavirus,m
2 health scares midair aboard 2 JetBlue flights,m
"'The Briefing Room': Health care, taxes and Gold Star families",m
Trump doesn't support bipartisan health care plan after all,m
3rd Republican senator declares 'no' vote on health care,m
Health care vote discussed during White House press briefing,m
Jimmy Kimmel returns to TV with health care message,m
Trump weighs in on health secretary's charter flight scandal,m
Tom Price resigns as Health and Human Services secretary,m
The pros and cons of trendy health foods,m
Trump says they have the votes to pass health care,m
Myths about the solar eclipse from a health perspective,m
Growing Republican divide after failed health care bill,m
President Trump expects 'winner vote' on health care bill,m
White House budget director on health care bill negotiations,m
White House plots path forward after health care loss,m
High-Tech Health Gadgets a Big Win This Holiday Season,m
Does Body Size Matter in Regards to Health?,m
Health Officials Warn Dangers of Zika Virus Growing,m
Health Official Gives Updates on Injuries From NJ Transit Crash,m
Trump looks to lay blame after health care defeat,m
Spicer: President Trump knew health care plan was bad,m
"GOP under fire over Russia investigation, health care fallout",m
Most Americans Think Presidential Candidates Should Release Detailed Health Records,m
New health and beauty treatments help stars get Oscar ready,m
Top Health Officials Press for $1.9 Billion Zika Virus Funding,m
"Closer Look at the Health of Hillary Clinton, Donald Trump",m
Criegh Deeds Blames Mental Health System for Son's Death,m
School places 6-year-old girl in mental health facility,m
Paralympian Amy Purdy takes first steps after health scare,m
Bernie Sanders’ wife speaks out after health scare,m
"Biden, Booker unveil health care plans in Iowa",m
Where do the 2020 presidential candidates stand on health care?,m
Officials issue urgent health warning about measles for the holidays,m
Democratic candidates debate: How to budget health care,m
Why dark chocolate is better for your health,m
JLo and A-Rod's health challenge to Michael Strahan,m
"Crash in Rochester, New York, believed to be intentional, but not terrorism",m
"War in Gaza may last all of 2024, Israel says",m
"Health experts urge US to keep up with vaccinations, masking",m
Celine Dion cancels rest of tour due to health battle,m
ABC News' Janai Norman shares her mental health journey,m
New study shows vegetarian diet’s impact on a child’s health,m
Justin Bieber gets candid about mental health and marriage,m
New study shows the health benefits of coffee,m
American health care workers risk lives in Ukraine,m
Health warning on harmful chemicals in school uniforms,m
US Black maternal health crisis highlighted in new film,m
Women’s Health Protection Act passes in the House,m
New concerns about health of soccer legend Pele,m
Take care of your mental health this holiday season,m
"Health experts urge US to keep up with vaccinations, masking",m
Celine Dion cancels rest of tour due to health battle,m
ABC News' Janai Norman shares her mental health journey,m
New study shows vegetarian diet’s impact on a child’s health,m
Justin Bieber gets candid about mental health and marriage,m
New study shows the health benefits of coffee,m
American health care workers risk lives in Ukraine,m
Health warning on harmful chemicals in school uniforms,m
"Champion of compromise in House GOP health care bill, Rep. Tom MacArthur, takes a beating at constituent town hall",m
"If people are vaccinated, are masks still needed around each other?",m
HealthCare.Gov Sees Heavy Traffic on Deadline Day,m
Border facilities' conditions unhealthy for children: Doctor,m
Lockdowns from coast to coast as coronavirus becomes global pandemic,m
Dr. Patel talks toddler ear pain and testosterone replacement therapy,m
91-year-old shares her secret to preserving mobility,m
Risks and benefits of red light therapy,m
Tips for protecting your joints,m
New York governor calls on federal government to make use of stockpile of ventilators,m
How to protect mental health in stressful times,m
The connection between TikTok and teens struggling with mental health,m
Health officials sound alarm on surging COVID-19 cases,m
Wendy Williams announces she is taking time for health reasons,m
Oscars host Jimmy Kimmel gives update on his son's health,m
Jimmy Kimmel's wife opens up about son's health,m
Tom Price resigns as secretary of Health and Human Services,m
Former First Lady Barbara Bush in failing health,m
Protesters gather outside Capitol Hill following health care vote,m
Health care bill vote goes down to the wire,m
Megan Thee Stallion launches mental health resource site,m
Biden announces more than $300 million in mental health funding,m
How ‘emotional pushups’ can improve your mental health,m
New York governor calls on federal government to make use of stockpile of ventilators,m
Impact overturning Roe v. Wade could have on health care,m
Discussing the NYC subway shooting's toll on mental health,m
WHO calls monkeypox outbreak a 'public health emergency',m
"Abortion ruling a ‘health care crisis,’ VP Harris says",m
House set to pass Biden’s climate and health care legislation,m
ABC News Live: Health officials tracking omicron sub-variant,m
Spicer: President Trump knew health care plan was bad,m
"GOP under fire over Russia investigation, health care fallout",m
Most Americans Think Presidential Candidates Should Release Detailed Health Records,m
New health and beauty treatments help stars get Oscar ready,m
Top Health Officials Press for $1.9 Billion Zika Virus Funding,m
"Closer Look at the Health of Hillary Clinton, Donald Trump",m
Criegh Deeds Blames Mental Health System for Son's Death,m
School places 6-year-old girl in mental health facility,m
Paralympian Amy Purdy takes first steps after health scare,m
Bernie Sanders’ wife speaks out after health scare,m
"Biden, Booker unveil health care plans in Iowa",m
Where do the 2020 presidential candidates stand on health care?,m
Officials issue urgent health warning about measles for the holidays,m
Democratic candidates debate: How to budget health care,m
Why dark chocolate is better for your health,m
JLo and A-Rod's health challenge to Michael Strahan,m
Should I be concerned if the site of my vaccine injection becomes red and inflamed?,m
